record_id,Tarih,?? Emri No,?? Merkezi No,??merkezi Ad?,?? ?stasyon Ad?,Stok Ad?,Vardiya,A (Kullan?l?rl?k),P (Performans),Q (Kalite),OEE,Çal??ma Süresi,Duru? Süresi,Planl? Duru? Süresi,Plans?z Duru? Süresi,Üretilen Miktar,Hatal? Üretilen Miktar
481,11/10/2025,3024460814,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,2,38.12,100.98,100,38.49,76.2,47.15,0,47.15,22,0
482,11/10/2025,3027064242,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,1,86.5,95.95,100,83,13.33,1.8,0,1.8,16,0
483,11/10/2025,3027245562,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,1,100,286.21,100,286.21,1.03,0.55,0.55,0,2,0
484,11/10/2025,3023183757,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,93.32,99.61,100,92.96,120.48,8.05,0,8.05,70,0
485,11/10/2025,3022363860,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,100,101.59,100,101.59,121.27,0,0,0,77,0
486,11/10/2025,3029300097,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,49.42,106.9,100,52.83,90.85,45.95,0,45.95,30,0
487,11/10/2025,3021639640,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,3,100,104.53,100,104.53,101.73,7.98,7.98,0,196,0
488,11/10/2025,3021805480,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,3,100,98.36,100,98.36,378.27,377.25,377.25,0,2,0
489,11/10/2025,3027744596,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,2,100,103.56,100,103.56,478.52,447.62,447.62,0,64,0
490,11/10/2025,3025037682,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,2,100,67.42,100,67.42,1.48,0,0,0,2,0
491,11/10/2025,3025523523,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,1,100,100,100,100,3,0,0,0,6,0
492,11/10/2025,3027157197,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,1,86.1,102.75,100,88.47,123.43,27.08,11.53,15.55,198,0
493,11/10/2025,3027967107,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,1,0,0,0,0,236,236,236,0,0,0
494,11/10/2025,3026921971,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,2,96.92,101.92,100,98.78,75.12,2.32,0,2.32,53,0
495,11/10/2025,3028451523,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER MIC BEV,3,97.09,101.88,100,98.92,93.95,2.73,0,2.73,68,0
496,11/10/2025,3025825286,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,1,100,99.65,100,99.65,118,0,0,0,170,0
497,11/10/2025,3021422691,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER MIC BEV,3,0.99,282.76,100,2.8,48.77,48.28,0,48.28,1,0
498,11/10/2025,3028802038,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,83.36,101.45,100,84.57,44.73,9.08,1.97,7.12,31,0
499,11/10/2025,3023552665,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,0,0,0,0,128.48,128.48,128.48,0,0,0
500,11/10/2025,3027132122,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,0,0,0,0,18.57,18.57,18.57,0,0,0
501,11/10/2025,3023837808,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,2,100,88.14,100,88.14,18.68,0,0,0,13,0
502,11/10/2025,3026250588,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,2,97.34,103.96,100,101.19,145.2,3.87,0,3.87,116,0
503,11/10/2025,3023421104,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,2,100,94.6,100,94.6,83.02,0,0,0,62,0
504,11/10/2025,3026662394,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,2,100,102.22,100,102.22,53.28,0,0,0,43,0
505,11/10/2025,3025475989,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,2,100,101.12,100,101.12,102.72,0,0,0,82,0
506,11/10/2025,3021528978,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,2,100,140.74,100,140.74,0.9,0,0,0,1,0
507,11/10/2025,3024517329,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,0,0,0,0,0,0,0,0,0,1
508,11/10/2025,3022584802,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,100,77.35,100,77.35,3.02,0,0,0,2,0
509,11/10/2025,3021438755,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER MIC BEV,3,98.6,103.02,100,101.58,121.1,1.7,0,1.7,90,0
510,11/10/2025,3028252932,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,98.22,105.65,100,103.77,117.65,6.15,4.13,2.02,93,0
511,11/10/2025,3025903508,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,96.39,105.81,100,101.99,145.32,5.25,0,5.25,117,0
512,11/10/2025,3027816087,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,100,75.25,100,75.25,3.37,0,0,0,2,0
513,11/10/2025,3028286322,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,95.5,90.39,100,86.32,70.43,3.17,0,3.17,48,0
514,11/10/2025,3021645040,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,94.9,94.02,100,89.22,141.95,7.23,0,7.23,100,0
515,11/10/2025,3027561721,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,0,0,0,0,1.28,1.28,1.28,0,0,0
516,11/10/2025,3023143994,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,3,0,0,0,0,0.13,0.13,0,0.13,0,0
517,11/10/2025,3022560352,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,3,0,0,0,0,0.12,0.12,0,0.12,0,0
518,11/10/2025,3028442236,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,3,0,0,0,0,0.17,0.17,0,0.17,0,0
519,11/10/2025,3024843597,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,,1,0,0,0,0,0.18,0.18,0,0.18,0,0
520,11/10/2025,3021721403,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,0,0,0,0,0,0,0,0,0,1
521,11/10/2025,3022453525,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,100,90.72,100,90.72,72.02,0,0,0,56,0
522,11/10/2025,3023657290,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,0,0,0,0,0,0,0,0,0,2
523,11/10/2025,3024477338,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,91.16,92.77,100,84.57,114.5,10.12,0,10.12,83,0
524,11/10/2025,3027251486,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,89.26,96.69,100,86.31,98.68,10.6,0,10.6,73,0
525,11/10/2025,3022200373,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER MIC BEV,3,98.95,101.29,100,100.23,98.18,1.03,0,1.03,72,0
526,11/10/2025,3021282179,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER MIC BEV,3,100,0,0,0,0.03,0,0,0,0,0
527,11/10/2025,3025434117,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,3,100,97.97,110,97.97,142.18,0,0,0,199,0
528,11/10/2025,3021779755,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,3,99.68,97.57,100,97.26,15.83,0.05,0,0.05,22,0
529,11/10/2025,3028090526,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,3,100,96.8,100,96.8,96.9,0,0,0,134,0
530,11/10/2025,3023064938,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,3,100,98.09,100,98.09,62.8,0,0,0,88,0
531,11/10/2025,3026773365,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,3,100,103.28,100,103.28,2.03,0,0,0,3,0
532,11/10/2025,3025572577,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,2,87.07,97.37,100,84.78,71.92,29.5,23.2,6.3,59,0
533,11/10/2025,3024923916,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,2,100,96.18,100,96.18,2.18,0,0,0,3,0
534,11/10/2025,3023412723,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,2,2.1,105,100,2.2,153.82,153.15,122.12,31.03,1,0
535,11/10/2025,3023479408,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,3,0,0,0,0,0,0,0,0,0,1
536,11/10/2025,3025832343,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,3,100,93.84,100,93.84,70.12,0,0,0,94,0
537,11/10/2025,3027965805,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,3,0,0,0,0,0,0,0,0,0,2
538,11/10/2025,3022166607,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,2,100,125,100,125,2.8,0,0,0,3,0
539,11/10/2025,3023660410,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,2,100,86.64,100,86.64,78.1,0,0,0,58,0
540,11/10/2025,3022904808,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,2,100,100.19,100,100.19,43.08,0,0,0,37,0
541,11/10/2025,3025373092,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,2,77.7,95.61,100,74.29,125.63,28.02,0,28.02,80,0
542,11/10/2025,3026219614,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,2,100,93.4,100,93.4,74.95,0,0,0,60,0
543,11/10/2025,3022435889,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,2,94.46,79.03,100,74.65,90.63,5.02,0,5.02,58,0
544,11/10/2025,3024851350,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,3,100,109.38,100,109.38,1.07,0,0,0,1,0
545,11/10/2025,3023320497,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,3,71.85,88.26,100,63.41,23.92,6.73,0,6.73,13,0
546,11/10/2025,3022735341,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,3,82.08,95.54,100,78.42,122,21.87,0,21.87,82,0
547,11/10/2025,3029794226,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,2,94.16,99.43,100,93.62,64.8,3.78,0,3.78,52,0
548,11/11/2025,3027987112,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,98.91,101.51,100,100.4,111.48,1.22,0,1.22,92,0
549,11/11/2025,3021543320,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,1,100,100.63,100,100.63,116.87,0,0,0,84,0
550,11/11/2025,3027576161,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,1,75.42,102.18,100,77.06,103.55,25.45,0,25.45,57,0
551,11/11/2025,3022745326,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,1,100,131.94,100,131.94,3.18,0,0,0,3,0
552,11/11/2025,3025773361,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,1,100,101.95,100,101.95,59.05,0,0,0,43,0
553,11/11/2025,3025162331,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,1,100,101.17,100,101.17,157.75,0,0,0,114,0
554,11/11/2025,3021614197,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,1,0,0,0,0,20.05,20.05,0,20.05,0,0
555,11/11/2025,3025109877,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,3,100,94.98,100,94.98,477.35,468.38,468.38,0,7,0
556,11/11/2025,3021972412,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,3,100,45.91,100,45.91,2.65,0,0,0,1,0
557,11/11/2025,3025833230,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,100,69.52,100,69.52,3.5,0,0,0,2,0
558,11/11/2025,3027683557,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,93.16,97.85,100,91.16,125.47,8.58,0,8.58,94,0
559,11/11/2025,3026999840,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,84.97,84.63,100,71.91,116.75,17.55,0,17.55,69,0
560,11/11/2025,3024148129,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 UPPER UNPAINTED,2,0,0,0,0,14.75,14.75,14.75,0,0,0
561,11/11/2025,3024974327,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,100,53.68,100,53.68,2.27,0,0,0,1,0
562,11/11/2025,3023853851,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,100,131.14,100,131.14,2.78,0,0,0,3,0
563,11/11/2025,3026296709,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,100,95.03,100,95.03,117.78,0,0,0,92,0
564,11/11/2025,3021989685,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,85.46,86.38,100,73.82,120.32,17.5,0,17.5,73,0
565,11/11/2025,3025266732,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,95.46,84.44,100,80.61,123.77,5.62,0,5.62,82,0
566,11/11/2025,3024121757,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,92.56,82.86,100,76.7,114.22,8.5,0,8.5,72,0
567,11/11/2025,3027952940,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,100,107.35,100,107.35,1.13,0,0,0,1,0
568,11/11/2025,3024682266,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 UPPER UNPAINTED,3,98.86,99.62,100,98.48,43.83,0.5,0,0.5,74,0
569,11/11/2025,3028917360,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 UPPER UNPAINTED,3,98.37,99,100,97.39,124.12,14.52,12.7,1.82,186,0
570,11/11/2025,3021897074,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 UPPER UNPAINTED,2,97.84,99.72,100,97.57,98.05,2.12,0,2.12,164,0
571,11/11/2025,3026496024,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,1,100,100.26,100,100.26,19.55,0,0,0,14,0
572,11/11/2025,3023435561,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,99.28,92.52,100,91.85,120.53,0.87,0,0.87,91,0
573,11/11/2025,3022429519,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,1,0,0,0,0,0,0,0,0,0,1
574,11/11/2025,3025081327,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,3,100,96.39,100,96.39,2.77,0,0,0,2,0
575,11/11/2025,3021590171,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,2,97.47,99.84,100,97.31,31.65,0.8,0,0.8,22,0
576,11/11/2025,3029463481,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,3,68.33,103.31,100,70.59,90.67,28.72,0,28.72,48,0
577,11/11/2025,3021182136,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 UPPER UNPAINTED,2,100,100.95,100,100.95,129.43,0,0,0,224,0
578,11/11/2025,3026003157,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,1,61.03,98.35,100,60.02,111.07,43.28,0,43.28,50,0
579,11/11/2025,3027261937,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,1,100,160,100,160,0.83,0,0,0,1,0
580,11/11/2025,3021063600,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,3,100,102.41,100,102.41,108.07,0,0,0,160,0
581,11/11/2025,3028032514,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,3,100,103.21,100,103.21,130.95,27.75,27.75,0,154,0
582,11/11/2025,3028298699,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,3,100,102.36,100,102.36,175.68,0,0,0,260,0
583,11/11/2025,3028147524,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,3,100,103.37,100,103.37,64.23,0,0,0,96,0
584,11/11/2025,3028260403,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,3,100,129.69,100,129.69,1.07,0,0,0,2,0
585,11/11/2025,3027976252,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,2,100,103.4,100,103.4,101.4,3.73,3.73,0,146,0
586,11/11/2025,3027537410,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,2,0.3,0,0,0,50.43,50.33,16.7,33.63,0,0
587,11/11/2025,3027091623,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,2,100,102.47,100,102.47,4.05,0,0,0,6,0
588,11/11/2025,3029652952,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,2,100,0,0,0,0.57,0,0,0,0,0
589,11/11/2025,3027870345,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,1,89.73,103.29,100,92.68,94.95,9.75,0,9.75,55,0
590,11/11/2025,3021583276,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,1,100,102.88,100,102.88,45.1,0,0,0,29,0
591,11/11/2025,3028172085,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,1,100,103.81,100,103.81,55.48,0,0,0,36,0
592,11/11/2025,3021960535,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,1,100,104.35,100,104.35,108.08,0.75,0.75,0,70,0
593,11/11/2025,3027725428,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,1,100,104.19,100,104.19,120.67,23.92,23.92,0,63,0
594,11/11/2025,3028577595,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,1,100,94.58,100,94.58,3.38,0,0,0,2,0
595,11/11/2025,3029175052,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,2,100,101.51,100,101.51,147.9,110.47,110.47,0,76,0
596,11/11/2025,3028084794,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,2,100,93.75,100,93.75,1.07,0,0,0,2,0
597,11/11/2025,3027936769,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,1,100,103.85,100,103.85,104,0,0,0,216,0
598,11/11/2025,3028303517,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,1,96.28,103.69,100,99.83,110.18,4.1,0,4.1,220,0
599,11/11/2025,3027860707,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,1,51.8,103.21,100,53.46,265.62,128.03,0,128.03,284,0
600,11/11/2025,3024986432,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,1,100,500,100,500,0.2,0,0,0,2,0
601,11/11/2025,3027968869,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,2,100,0,0,0,0.55,0,0,0,0,0
602,11/11/2025,3023668278,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 UPPER UNPAINTED,2,94.46,102.07,100,96.42,66.35,9.2,5.85,3.35,100,0
603,11/11/2025,3029244093,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 UPPER UNPAINTED,3,100,0,0,0,0.15,0,0,0,0,0
604,11/11/2025,3022908328,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,3,100,91.44,100,91.44,88.17,0.17,0.17,0,136,0
605,11/11/2025,3024476887,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S-Reinforcement,2,0,0,0,0,0,0,0,0,0,2
606,11/11/2025,3023100636,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S-Reinforcement,2,93.17,98.1,100,91.4,103.4,7.07,0,7.07,135,0
607,11/11/2025,3023904714,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S-Reinforcement,2,100,97.3,100,97.3,4.32,0,0,0,6,0
608,11/11/2025,3023401079,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S-Reinforcement,2,100,96.28,100,96.28,33.55,16.1,16.1,0,24,0
609,11/11/2025,3029835512,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S-Reinforcement,2,82.74,93.45,100,77.32,124.02,21.4,0,21.4,137,0
610,11/11/2025,3029638023,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S-Reinforcement,2,100,99.95,100,99.95,35.72,0,0,0,51,0
611,11/11/2025,3028574536,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S-Reinforcement,2,89.04,90.2,100,80.31,74.5,10.87,3.03,7.83,82,0
612,11/11/2025,3022211848,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S-Reinforcement,2,100,110.53,100,110.53,104.5,103.87,103.87,0,1,0
613,11/11/2025,3029302602,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S-Reinforcement,1,100,0,0,0,22.4,22.02,22.02,0,0,0
614,11/11/2025,3021691988,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,3,100,98.49,100,98.49,70.73,0,0,0,55,0
615,11/11/2025,3029592514,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,3,97.48,93.13,100,90.78,124.18,3.13,0,3.13,89,0
616,11/11/2025,3029571925,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,3,100,102.96,100,102.96,99.65,0,0,0,81,0
617,11/11/2025,3025314204,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,3,32.32,93.06,100,30.08,25.27,17.1,0,17.1,6,0
618,11/11/2025,3029010904,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,3,100,168.89,100,168.89,0.75,0,0,0,1,0
619,11/11/2025,,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,2,100,113.43,100,113.43,13.4,0,0,0,12,0
620,11/11/2025,3021023136,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,2,0,0,0,0,55.97,55.97,24.03,31.93,0,0
621,11/11/2025,3027036387,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,2,97.66,97.68,100,95.39,83.53,17.4,15.82,1.58,51,0
